"Carnegie" "Sal_asst" "FICE" "Name" "State" "Carnegie_code" "Sal_full" "Sal_assoc" "Sal_all" "Comp_full" "Comp_assoc" "Comp_asst" "Comp_all" "N_full" "N_assoc" "N_asst" "N_instr" "Num_tot"
3 326 2342 "College of St. Catherine" "MN" "IIB" "428" "369" 356 "515" "448" "385" 427 27 53 54 9 143
3 327 2343 "College of St. Scholastica" "MN" "IIB" "461" "374" 345 "568" "466" "421" 436 14 31 50 18 119
2 366 2345 "University of St. Thomas" "MN" "IIA" "563" "429" 402 "702" "538" "465" 508 31 104 146 29 310
3 356 2346 "Concordia College-Moorhead" "MN" "IIB" "527" "419" 413 "638" "503" "426" 496 47 38 60 21 166
3 319 2347 "Concordia College-St. Paul" "MN" "IIB" "407" "363" 353 "493" "443" "394" 433 14 12 23 1 50
3 338 2353 "Gustavus Adolphus College" "MN" "IIB" "486" "402" 408 "625" "507" "423" 518 59 47 44 12 162
2 342 2354 "Hamline University" "MN" "IIA" "556" "451" 461 "706" "575" "424" 583 58 29 27 8 128
3 406 2358 "Macalester College" "MN" "IIB" "639" "492" 514 "807" "622" "500" 645 46 32 36 7 121
2 371 2360 "Mankato State University" "MN" "IIA" "523" "441" 453 "662" "567" "482" 580 210 138 125 16 489
2 353 2367 "Moorhead State University" "MN" "IIA" "512" "421" 419 "651" "544" "461" 540 131 65 120 29 345
3 313 2371 "Northwestern College" "MN" "IIB" "373" "339" 333 "510" "454" "406" 441 13 16 27 1 57
3 355 2375 "Southwest State University" "MN" "IIB" "525" "417" 459 "686" "551" "466" 602 57 40 19 1 117
2 354 2377 "St. Cloud State University" "MN" "IIA" "518" "417" 441 "662" "546" "464" 570 259 143 146 25 573
3 353 2379 "St. John's University" "MN" "IIB" "512" "412" 418 "672" "523" "435" 532 37 44 38 6 126
2 295 2380 "Saint Mary's Coll. of Minn." "MN" "IIA" "488" "396" 389 "595" "483" "358" 473 28 23 27 3 81
3 355 2382 "St. Olaf College" "MN" "IIB" "551" "417" 446 "673" "509" "430" 543 82 93 49 11 235
2 386 2388 "Univ. Minnesota-Duluth" "MN" "IIA" "551" "446" 458 "719" "591" "520" 606 90 112 72 11 285
3 334 2389 "Univ. Minnesota-Morris" "MN" "IIB" "533" "399" 389 "697" "534" "457" 522 27 23 45 17 112
3 358 2394 "Winona State University" "MN" "IIB" "515" "420" 430 "652" "537" "454" 547 118 73 85 17 293
1 418 3969 "Univ. Minnesota-Twin Cities" "MN" "I" "662" "468" 557 "842" "613" "552" 719 785 468 271 12 1538
3 313 9058 "Bethel College" "MN" "IIB" "430" "356" 375 "597" "464" "404" 503 43 48 12 7 110
3 295 2449 "Avila College" "MO" "IIB" "379" "340" 317 "459" "404" "349" 377 10 13 17 12 52
3 252 2453 "Central Methodist College" "MO" "IIB" "402" "336" 310 "478" "403" "308" 374 11 20 22 3 56
2 379 2454 "Central Missouri State Univ." "MO" "IIA" "517" "440" 429 "630" "538" "467" 526 158 103 135 53 451
3 273 2456 "Columbia College" "MO" "IIB" "362" "307" 299 "437" "375" "336" 364 10 11 22 3 46
3 297 2460 "Culver-Stockton College" "MO" "IIB" "396" "348" 332 "463" "406" "347" 388 9 20 22 1 52
3 323 2461 "Drury College" "MO" "IIB" "448" "394" 375 "546" "483" "400" 460 26 23 31 2 87
3 302 2466 "Harris-Stowe State College" "MO" "IIB" "350" "298" 304 "431" "370" "374" 377 12 6 8 14 40
3 299 2473 "Kansas City Art Institute" "MO" "IIB" "440" "*" 373 "535" "*" "357" 450 26 1 13 7 47
2 282 2479 "Lincoln University" "MO" "IIA" "414" "335" 308 "506" "413" "350" 381 22 22 45 30 119
2 306 2480 "Lindenwood College" "MO" "IIA" "416" "367" 340 "477" "422" "354" 392 15 27 55 0 97
2 310 2482 "Maryville Univ. of St.Louis" "MO" "IIA" "449" "355" 359 "548" "434" "378" 442 26 13 27 12 78
3 349 2488 "Missouri Southern State Coll" "MO" "IIB" "489" "406" 389 "592" "496" "430" 476 42 50 67 28 187
3 285 2489 "Missouri Valley College" "MO" "IIB" "*" "318" 302 "*" "379" "334" 357 4 18 22 3 47
3 334 2490 "Missouri Western State Coll." "MO" "IIB" "473" "393" 385 "580" "483" "414" 474 44 44 64 9 161
2 342 2495 "Northeast Missouri St. Univ." "MO" "IIA" "505" "411" 385 "615" "502" "422" 473 54 103 142 27 328
2 348 2496 "Northwest Missouri St. Univ." "MO" "IIA" "526" "404" 379 "634" "490" "425" 461 48 49 85 36 231
3 283 2498 "Park College" "MO" "IIB" "341" "320" 299 "407" "388" "336" 356 10 8 24 3 45
3 350 2499 "Rockhurst College" "MO" "IIB" "448" "380" 369 "548" "460" "422" 448 15 31 33 9 88
3 350 2500 "College of The Ozarks" "MO" "IIB" "446" "392" 393 "547" "483" "425" 482 27 25 23 4 79
2 359 2501 "Southeast Missouri St. Univ." "MO" "IIA" "505" "432" 416 "612" "527" "441" 508 113 99 106 45 363
2 364 2503 "Southwest Missouri St. Univ." "MO" "IIA" "516" "422" 417 "617" "510" "441" 502 247 151 180 43 671
1 402 2506 "Saint Louis Univ.-Main" "MO" "I" "657" "475" 500 "783" "575" "484" 600 133 111 120 31 395
3 NA 2512 "Stephens College" "MO" "IIB" "*" "*" 282 "*" "*" "*" 364 0 0 0 0 62
1 407 2516 "Univ.of Missouri-Columbia" "MO" "I" "603" "456" 485 "729" "560" "499" 592 336 256 244 63 899
1 454 2517 "Univ.of Missouri-Rolla" "MO" "I" "663" "508" 564 "802" "626" "557" 686 114 79 56 4 253
1 381 2518 "Univ.of Missouri-Kansas City" "MO" "I" "580" "445" 473 "702" "545" "467" 577 151 167 107 9 434
1 412 2519 "Univ.of Missouri-St. Louis" "MO" "I" "576" "460" 476 "699" "561" "503" 579 86 103 110 5 304
1 451 2520 "Washington University" "MO" "I" "782" "534" 601 "952" "652" "540" 730 264 136 175 18 620
2 325 2521 "Webster University" "MO" "IIA" "505" "435" 395 "623" "542" "414" 495 28 29 55 0 115
3 298 2523 "Westminster College" "MO" "IIB" "451" "390" 381 "549" "481" "361" 465 17 17 12 4 50
3 306 2524 "William Jewell College" "MO" "IIB" "422" "342" 364 "529" "458" "391" 463 42 12 31 3 88
3 290 2525 "William Woods University" "MO" "IIB" "370" "303" 312 "476" "374" "350" 390 13 13 13 5 45
3 281 7540 "Missouri Baptist College" "MO" "IIB" "*" "294" 265 "*" "389" "360" 344 1 7 10 11 29
3 248 9089 "Hannibal-LaGrange College" "MO" "IIB" "*" "284" 258 "*" "366" "308" 324 4 8 21 5 38
3 326 2396 "Alcorn State University" "MS" "IIB" "419" "371" 320 "534" "473" "414" 406 25 35 35 73 168
3 298 2397 "Belhaven College" "MS" "IIB" "364" "304" 314 "423" "355" "348" 366 9 8 15 2 34
3 NA 2398 "Blue Mountain College" "MS" "IIB" "284" "259" 263 "347" "315" "*" 322 6 12 5 2 25
2 314 2403 "Delta State University" "MS" "IIA" "400" "337" 337 "487" "413" "386" 413 60 32 47 36 175
2 337 2410 "Jackson State University" "MS" "IIA" "425" "391" 362 "511" "471" "407" 436 81 79 114 54 328
3 322 2414 "Millsaps College" "MS" "IIB" "498" "376" 387 "615" "478" "381" 475 25 27 29 4 85
2 306 2422 "Mississippi Univ. for Women" "MS" "IIA" "400" "*" 324 "492" "*" "379" 400 33 5 44 30 112
1 389 2423 "Mississippi State University" "MS" "I" "540" "432" 455 "649" "521" "471" 548 278 191 155 40 669
3 287 2424 "Mississippi Valley St. Univ." "MS" "IIB" "359" "331" 297 "456" "423" "370" 382 25 17 38 26 106
3 302 2433 "Rust College" "MS" "IIB" "341" "280" 285 "382" "313" "337" 318 11 8 24 18 61
3 244 2439 "Tougaloo College" "MS" "IIB" "300" "267" 262 "370" "327" "289" 318 17 22 18 9 66
1 384 2440 "University of Mississippi" "MS" "I" "558" "428" 440 "676" "524" "471" 537 138 111 158 29 439
1 352 2441 "Univ.of Southern Mississippi" "MS" "I" "562" "438" 438 "664" "520" "420" 520 183 162 160 58 563
3 285 2526 "Carroll College" "MT" "IIB" "394" "343" 326 "478" "413" "344" 394 12 23 29 0 64
3 258 2527 "College of Great Falls" "MT" "IIB" "361" "305" 299 "459" "367" "312" 364 10 19 7 7 43
2 292 2530 "Eastern Montana College" "MT" "IIA" "409" "358" 348 "500" "440" "364" 430 47 41 48 5 141
2 336 2531 "Montana Coll.Min.Sci.& Tech." "MT" "IIA" "481" "395" 420 "583" "484" "416" 512 45 17 18 6 86
1 346 2532 "Montana State University" "MT" "I" "497" "397" 407 "602" "487" "427" 498 154 146 144 24 468
2 309 2533 "Northern Montana College" "MT" "IIA" "403" "342" 332 "493" "425" "384" 411 15 19 41 3 79
1 323 2536 "University of Montana" "MT" "I" "446" "365" 392 "537" "442" "395" 474 200 79 95 16 390
2 289 2537 "Western Montana Coll.of UM" "MT" "IIA" "388" "330" 313 "473" "407" "359" 386 8 12 22 4 46
2 409 2905 "North Carolina A&T St. Univ." "NC" "IIA" "524" "448" 432 "637" "547" "496" 526 68 106 116 15 361
2 366 2906 "Appalachian State University" "NC" "IIA" "491" "413" 424 "598" "505" "448" 518 249 117 113 19 545
3 350 2907 "Univ. of N.C. at Asheville" "NC" "IIB" "533" "436" 417 "647" "532" "430" 510 40 41 37 4 147
3 299 2908 "Barton College" "NC" "IIB" "348" "312" 311 "411" "372" "349" 365 18 25 37 3 84
3 287 2909 "Barber-Scotia College" "NC" "IIB" "352" "312" 297 "412" "360" "335" 347 13 12 14 13 52
3 281 2910 "Belmont Abbey College" "NC" "IIB" "348" "316" 309 "434" "392" "350" 384 8 21 17 0 46
3 300 2911 "Bennett College" "NC" "IIB" "351" "377" 323 "418" "437" "346" 375 9 16 16 11 52
3 288 2914 "Catawba College" "NC" "IIB" "395" "326" 342 "490" "394" "345" 418 30 12 23 1 66
3 356 2918 "Davidson College" "NC" "IIB" "626" "460" 506 "801" "591" "440" 644 60 34 32 4 130
1 459 2920 "Duke University" "NC" "I" "854" "584" 699 "1055" "728" "553" 862 330 149 141 0 620
2 377 2923 "East Carolina University" "NC" "IIA" "554" "430" 415 "672" "525" "462" 507 189 187 261 11 792
3 338 2926 "Elizabeth City State Univ." "NC" "IIB" "472" "415" 398 "580" "510" "420" 489 32 32 16 3 105
3 331 2927 "Elon College" "NC" "IIB" "459" "388" 372 "572" "482" "401" 456 30 38 64 6 138
2 375 2928 "Fayetteville State Univ." "NC" "IIA" "525" "437" 407 "640" "536" "460" 499 27 72 50 4 193
3 294 2929 "Gardner-Webb University" "NC" "IIB" "348" "305" 312 "414" "357" "349" 371 39 7 26 15 87
3 309 2930 "Greensboro College" "NC" "IIB" "377" "331" 333 "456" "400" "367" 404 11 21 10 2 44
3 338 2931 "Guilford College" "NC" "IIB" "492" "414" 410 "615" "505" "407" 503 32 22 29 5 90
3 330 2933 "High Point University" "NC" "IIB" "475" "397" 349 "591" "496" "407" 435 14 25 35 9 94
3 303 2936 "Johnson C. Smith University" "NC" "IIB" "408" "357" 327 "485" "427" "367" 394 11 27 34 12 84
3 295 2941 "Lenoir-Rhyne College" "NC" "IIB" "377" "323" 345 "462" "410" "357" 426 47 26 17 1 91
3 263 2942 "Livingstone College" "NC" "IIB" "*" "257" 259 "*" "292" "298" 294 5 12 22 14 53
3 259 2944 "Mars Hill College" "NC" "IIB" "356" "308" 309 "426" "378" "309" 372 35 16 18 11 80
3 328 2945 "Meredith College" "NC" "IIB" "440" "373" 366 "517" "442" "387" 431 26 30 31 16 103
3 295 2946 "Methodist College" "NC" "IIB" "348" "309" 316 "416" "371" "353" 379 21 21 19 1 62
3 274 2948 "Montreat-Anderson College" "NC" "IIB" "*" "304" 299 "*" "393" "355" 393 4 12 8 0 24
2 373 2950 "North Carolina Central Univ." "NC" "IIA" "551" "447" 423 "670" "547" "460" 518 56 84 70 9 263
3 299 2951 "North Carolina Wesleyan Coll" "NC" "IIB" "384" "317" 320 "478" "385" "360" 389 10 13 20 2 45
2 341 2954 "Pembroke State University" "NC" "IIA" "538" "403" 413 "655" "495" "421" 505 49 32 31 2 143
3 269 2955 "Pfeiffer College" "NC" "IIB" "395" "322" 337 "471" "381" "321" 401 23 9 15 2 49
3 319 2957 "Queens College" "NC" "IIB" "427" "360" 350 "511" "437" "384" 422 14 21 20 8 63
3 283 2960 "Salem College" "NC" "IIB" "378" "349" 324 "466" "451" "349" 407 9 15 17 3 44
3 293 2962 "Shaw University" "NC" "IIB" "*" "321" 292 "*" "383" "348" 345 5 19 43 25 92
1 417 2972 "North Carolina State Univ." "NC" "I" "665" "475" 505 "797" "578" "508" 610 463 345 200 12 1235
1 410 2974 "Univ. of N.C. at Chapel Hill" "NC" "I" "701" "512" 565 "837" "620" "498" 678 572 329 212 18 1268
2 385 2975 "Univ. of N.C. at Charlotte" "NC" "IIA" "568" "448" 441 "686" "546" "470" 536 173 189 197 0 643
1 377 2976 "Univ. of N.C. at Greensboro" "NC" "I" "610" "443" 435 "735" "540" "461" 529 140 178 135 8 572
2 433 2978 "Wake Forest University" "NC" "IIA" "685" "526" 557 "837" "641" "508" 674 135 86 74 18 323
3 NA 2979 "Warren Wilson College" "NC" "IIB" "*" "*" 283 "*" "*" "*" 352 0 0 0 0 42
2 364 2981 "Western Carolina University" "NC" "IIA" "515" "439" 414 "627" "537" "448" 506 71 106 93 1 319
2 366 2984 "Univ. of N.C. at Wilmington" "NC" "IIA" "533" "419" 421 "648" "511" "449" 514 94 105 108 1 346
3 301 2985 "Wingate College" "NC" "IIB" "380" "308" 320 "469" "385" "366" 394 23 25 24 7 79
3 365 2986 "Winston-Salem State Univ." "NC" "IIB" "480" "421" 407 "587" "516" "451" 500 39 48 30 6 149
3 302 2989 "Dickinson State University" "ND" "IIB" "402" "342" 316 "506" "432" "376" 397 9 14 33 13 71
3 313 2993 "Mayville State University" "ND" "IIB" "415" "*" 340 "519" "*" "399" 429 9 4 21 3 37
2 331 2994 "Minot State University" "ND" "IIA" "457" "383" 347 "563" "477" "416" 436 34 41 68 16 188
1 345 3005 "Univ. of North Dakota-Main" "ND" "I" "460" "391" 379 "572" "489" "431" 473 130 124 163 27 472
3 313 3008 "Valley City State University" "ND" "IIB" "403" "368" 340 "501" "462" "383" 425 12 14 16 6 54
2 353 9265 "North Dakota State Univ." "ND" "IIA" "473" "391" 398 "545" "458" "420" 467 130 125 149 6 423
2 329 2539 "Chadron State College" "NE" "IIA" "491" "404" 390 "593" "500" "406" 476 33 20 19 19 91
3 293 2540 "College of Saint Mary" "NE" "IIB" "*" "321" 300 "*" "395" "347" 362 5 13 19 6 43
3 282 2541 "Concordia Teachers College" "NE" "IIB" "352" "316" 320 "423" "390" "357" 393 22 16 15 1 54
2 351 2542 "Creighton University" "NE" "IIA" "649" "462" 437 "793" "562" "418" 529 66 119 127 22 342
3 276 2543 "Dana College" "NE" "IIB" "338" "300" 300 "404" "368" "336" 364 11 11 11 3 36
3 326 2544 "Doane College" "NE" "IIB" "436" "392" 360 "521" "465" "391" 431 17 7 28 5 57
3 305 2548 "Hastings College" "NE" "IIB" "426" "359" 353 "516" "434" "369" 426 19 19 24 4 66
2 365 2551 "Univ. of Nebraska at Kearney" "NE" "IIA" "509" "433" 409 "618" "533" "448" 502 81 89 92 9 309
3 278 2553 "Midland Lutheran College" "NE" "IIB" "372" "*" 301 "449" "*" "346" 371 14 4 25 9 52
2 417 2554 "Univ.of Nebraska at Omaha" "NE" "IIA" "528" "446" 452 "635" "540" "507" 547 149 115 97 36 403
3 327 2555 "Nebraska Wesleyan University" "NE" "IIB" "454" "381" 396 "548" "468" "400" 481 37 23 25 2 87
3 308 2559 "Peru State College" "NE" "IIB" "483" "402" 367 "584" "493" "385" 452 14 8 19 9 50
3 272 2563 "Union College" "NE" "IIB" "290" "293" 288 "358" "359" "334" 354 18 14 7 1 40
1 410 2565 "Univ.of Nebraska-Lincoln" "NE" "I" "661" "477" 523 "792" "584" "505" 635 436 344 316 31 1127
2 324 2566 "Wayne State College" "NE" "IIA" "481" "411" 394 "585" "501" "399" 482 46 25 41 13 125
3 289 9743 "Bellevue College" "NE" "IIB" "379" "340" 317 "449" "404" "346" 378 6 12 23 0 41
3 377 9862 "Clarkson College" "NE" "IIB" "*" "407" 368 "*" "469" "434" 425 1 6 8 11 26
3 277 2572 "Colby-Sawyer College" "NH" "IIB" "397" "380" 329 "488" "468" "349" 410 9 9 19 1 38
1 429 2573 "Dartmouth College" "NH" "I" "785" "536" 610 "1002" "686" "532" 774 163 89 114 5 371
3 323 2575 "Franklin Pierce College" "NH" "IIB" "470" "382" 399 "605" "487" "412" 510 28 29 17 2 76
3 251 2579 "New England College" "NH" "IIB" "423" "329" 327 "551" "437" "313" 423 20 20 23 2 65
2 356 2580 "New Hampshire College" "NH" "IIA" "567" "425" 459 "728" "558" "464" 597 31 32 15 5 83
3 261 2584 "Notre Dame College" "NH" "IIB" "335" "299" 286 "393" "383" "312" 349 6 11 13 4 34
2 331 2586 "Rivier College" "NH" "IIA" "449" "363" 365 "541" "419" "392" 429 12 29 18 7 66
3 338 2587 "Saint Anselm College" "NH" "IIB" "512" "403" 381 "633" "508" "435" 483 16 35 51 7 109
1 375 2589 "University of New Hampshire" "NH" "I" "587" "454" 482 "729" "575" "483" 607 196 253 127 0 576
3 337 2590 "Keene State College" "NH" "IIB" "494" "417" 426 "622" "532" "439" 542 61 46 40 2 149
3 354 2591 "Plymouth State College" "NH" "IIB" "518" "405" 431 "650" "518" "458" 548 59 55 38 6 158
3 354 2597 "Bloomfield College" "NJ" "IIB" "476" "434" 406 "602" "547" "443" 510 12 13 17 4 46
3 252 2599 "Centenary College" "NJ" "IIB" "*" "305" 266 "*" "371" "310" 326 1 10 16 9 36
3 322 2600 "College of Saint Elizabeth" "NJ" "IIB" "426" "388" 365 "490" "437" "384" 420 9 19 16 3 47
2 386 2603 "Drew University" "NJ" "IIA" "603" "463" 529 "762" "580" "479" 664 61 28 15 4 108
3 373 2608 "Georgian Court College" "NJ" "IIB" "490" "425" 403 "592" "509" "450" 487 19 13 30 8 71
3 311 2610 "Felician College" "NJ" "IIB" "*" "351" 320 "*" "422" "375" 385 1 14 24 5 44
3 405 2613 "Jersey City State College" "NJ" "IIB" "649" "525" 520 "840" "697" "558" 692 80 66 90 1 237
2 408 2616 "Monmouth College" "NJ" "IIA" "616" "509" 519 "783" "668" "523" 669 41 55 29 1 126
2 417 2617 "Montclair State College" "NJ" "IIA" "647" "521" 532 "802" "661" "541" 672 155 130 125 9 419
2 501 2621 "New Jersey Inst. of Tech." "NJ" "IIA" "771" "606" 615 "976" "790" "670" 799 104 98 71 0 303
2 423 2622 "Kean College of New Jersey" "NJ" "IIA" "640" "516" 525 "833" "691" "582" 700 115 107 115 3 340
3 409 2625 "William Paterson College" "NJ" "IIB" "653" "519" 535 "859" "687" "541" 707 120 97 88 7 312
1 437 2627 "Princeton University" "NJ" "I" "963" "564" 749 "1154" "686" "534" 901 402 66 179 16 702
2 511 2628 "Rider College" "NJ" "IIA" "636" "552" 564 "764" "668" "604" 677 59 103 41 1 208
2 526 2631 "Rutgers State Univ.-Newark" "NJ" "IIA" "893" "640" 693 "1097" "812" "682" 871 141 125 73 16 374
2 414 2632 "Seton Hall University" "NJ" "IIA" "736" "557" 553 "894" "683" "507" 675 98 110 101 13 332
3 317 2638 "Saint Peter's College" "NJ" "IIB" "477" "391" 404 "600" "498" "412" 514 46 42 21 5 117
2 415 2639 "Stevens Institute of Tech." "NJ" "IIA" "647" "494" 544 "807" "634" "525" 685 66 37 30 4 137
3 422 2642 "Trenton State College" "NJ" "IIB" "644" "524" 525 "845" "691" "557" 690 108 81 123 1 313
2 510 4741 "Rutgers State Univ.-Camden" "NJ" "IIA" "860" "633" 648 "1060" "805" "664" 820 61 73 61 6 206
1 478 6964 "Rutgers State Univ.-N.Brswck" "NJ" "I" "846" "611" 665 "1045" "780" "624" 838 601 393 258 90 1374
2 404 8770 "Fairleigh Dickinson Univ." "NJ" "IIA" "530" "440" 459 "692" "579" "517" 597 147 63 54 8 303
3 407 9344 "Ramapo College of New Jersey" "NJ" "IIB" "645" "527" 532 "835" "701" "563" 706 49 40 41 1 131
3 393 9345 "Stockton State College" "NJ" "IIB" "656" "496" 492 "790" "607" "490" 603 47 58 65 8 178
3 NA 2093 "Saint John's College" "NM" "IIB" "*" "*" 442 "*" "*" "*" 587 0 0 0 0 53
2 321 2651 "Eastern New Mexico Univ." "NM" "IIA" "497" "377" 360 "605" "466" "399" 446 21 42 63 11 144
2 305 2653 "New Mexico Highlands Univ." "NM" "IIA" "435" "362" 349 "541" "454" "386" 439 26 32 59 0 117
1 405 2654 "New Mexico Inst. Min.&Tech." "NM" "I" "538" "421" 448 "648" "512" "494" 544 39 32 29 5 108
1 360 2657 "New Mexico St. Univ- Main" "NM" "I" "524" "433" 434 "641" "531" "444" 533 202 167 196 17 582
1 379 10313 "Univ. New Mexico-Albuquerque" "NM" "I" "579" "431" 466 "693" "521" "459" 561 314 268 195 0 837
1 390 2568 "University of Nevada - Reno" "NV" "I" "647" "480" 508 "741" "558" "458" 589 145 133 95 5 403
2 392 2569 "Univ. of Nevada-Las Vegas" "NV" "IIA" "596" "476" 452 "699" "564" "468" 537 152 192 214 0 642
3 484 2667 "Dowling College" "NY" "IIB" "661" "596" 563 "891" "822" "679" 776 25 29 36 3 93
2 367 2668 "Alfred University" "NY" "IIA" "520" "427" 439 "641" "538" "467" 548 46 25 36 6 113
3 365 2671 "Bard College" "NY" "IIB" "657" "460" 521 "860" "605" "481" 683 40 15 29 0 84
2 370 2681 "Canisius College" "NY" "IIA" "542" "480" 468 "679" "599" "450" 582 57 73 51 0 181
3 295 2685 "Cazenovia College" "NY" "IIB" "443" "354" 337 "549" "445" "374" 423 8 13 21 3 45
1 475 2699 "Clarkson University" "NY" "I" "703" "515" 563 "875" "658" "593" 707 55 58 43 5 161
3 406 2701 "Colgate University" "NY" "IIB" "669" "505" 539 "848" "637" "497" 677 78 61 56 3 198
3 336 2703 "College of Mount St. Vincent" "NY" "IIB" "*" "388" 366 "*" "476" "410" 450 5 24 20 7 56
2 391 2704 "College of New Rochelle" "NY" "IIA" "539" "449" 447 "693" "579" "499" 574 11 38 17 1 67
2 329 2705 "College of Saint Rose" "NY" "IIA" "456" "408" 374 "534" "503" "403" 455 19 50 46 14 129
1 452 2707 "Columbia University" "NY" "I" "882" "554" 687 "1136" "767" "646" 915 477 185 199 11 923
3 395 2708 "Barnard College" "NY" "IIB" "733" "516" 508 "943" "652" "509" 654 49 19 56 6 154
3 275 2709 "Concordia College" "NY" "IIB" "352" "289" 303 "436" "366" "363" 387 11 6 14 1 32
3 433 2710 "Cooper Union for Adv.Sci&Art" "NY" "IIB" "684" "514" 607 "872" "673" "600" 784 35 18 6 0 59
1 482 2711 "Cornell Univ.-Endowed Colls." "NY" "I" "787" "562" 627 "1047" "748" "640" 834 447 189 148 3 914
1 431 2711 "Cornell Univ.-Statutory Clls" "NY" "I" "651" "511" 549 "847" "691" "598" 732 318 231 105 41 707
3 327 2712 "D'Youville College" "NY" "IIB" "404" "385" 359 "485" "456" "390" 427 15 22 32 7 76
3 354 2713 "Dominican College" "NY" "IIB" "*" "400" 365 "*" "508" "438" 454 4 10 19 9 42
3 306 2718 "Elmira College" "NY" "IIB" "497" "342" 359 "666" "449" "395" 472 13 24 26 0 63
1 444 2722 "Fordham University" "NY" "I" "744" "573" 590 "945" "729" "557" 748 166 183 140 9 498
3 377 2728 "Hamilton College" "NY" "IIB" "631" "478" 478 "801" "608" "475" 604 46 37 54 12 149
3 340 2729 "Hartwick College" "NY" "IIB" "505" "423" 419 "628" "517" "409" 513 50 23 36 0 123
3 352 2731 "Hobart-William Smith Colls." "NY" "IIB" "605" "462" 495 "749" "579" "431" 614 61 39 34 3 137
1 470 2732 "Hofstra University" "NY" "I" "757" "550" 584 "956" "692" "579" 731 127 131 141 7 406
3 265 2734 "Houghton College" "NY" "IIB" "370" "323" 327 "487" "424" "343" 428 30 29 17 1 77
3 261 2735 "Hilbert College" "NY" "IIB" "318" "*" 278 "376" "*" "315" 336 6 3 12 7 28
2 393 2737 "Iona College" "NY" "IIA" "594" "462" 461 "756" "594" "496" 587 42 81 59 10 192
3 366 2739 "Ithaca College" "NY" "IIB" "606" "484" 443 "761" "605" "461" 557 70 153 184 21 428
3 283 2744 "Keuka College" "NY" "IIB" "403" "346" 338 "473" "412" "335" 399 15 8 19 0 42
3 365 2748 "Le Moyne College" "NY" "IIB" "542" "455" 445 "684" "576" "465" 564 30 50 36 3 119
2 388 2758 "Manhattan College" "NY" "IIA" "595" "500" 488 "767" "627" "495" 621 45 74 50 3 172
3 373 2765 "Marist College" "NY" "IIB" "580" "485" 417 "741" "643" "481" 542 16 34 91 0 151
3 297 2768 "Marymount Coll. Tarrytown" "NY" "IIB" "426" "349" 357 "546" "442" "383" 455 17 24 13 2 56
3 332 2769 "Marymount Manhattan College" "NY" "IIB" "*" "407" 382 "*" "495" "407" 464 4 26 19 0 49
3 341 2772 "Mercy College" "NY" "IIB" "524" "399" 416 "640" "493" "423" 511 53 38 48 6 149
3 353 2775 "Molloy College" "NY" "IIB" "541" "435" 381 "697" "551" "463" 494 16 20 58 22 116
3 276 2777 "Medaille College" "NY" "IIB" "435" "371" 349 "525" "446" "322" 418 11 16 13 2 43
3 349 2778 "Mount Saint Mary College" "NY" "IIB" "514" "407" 395 "633" "505" "424" 482 14 8 23 6 51
3 343 2779 "Nazareth Coll. of Rochester" "NY" "IIB" "513" "428" 430 "634" "533" "425" 532 37 33 35 0 105
1 507 2785 "New York University" "NY" "I" "887" "591" 683 "1172" "785" "674" 905 532 337 252 42 1231
2 376 2788 "Niagara University" "NY" "IIA" "503" "430" 443 "612" "524" "448" 537 39 43 24 2 108
2 436 2791 "Pace University" "NY" "IIA" "685" "513" 576 "851" "643" "556" 720 187 124 77 3 397
1 475 2803 "Rensselaer Polytechnic Inst." "NY" "I" "750" "548" 640 "922" "703" "601" 799 190 118 61 0 369
2 417 2806 "Rochester Institute of Tech." "NY" "IIA" "568" "476" 466 "710" "603" "527" 587 182 215 179 13 665
2 351 2810 "Russell Sage College" "NY" "IIA" "487" "409" 397 "609" "506" "435" 493 19 56 37 6 118
3 398 2813 "Sarah Lawrence College" "NY" "IIB" "623" "478" 541 "779" "610" "495" 677 39 14 13 0 69
3 397 2814 "Skidmore College" "NY" "IIB" "642" "492" 498 "831" "639" "516" 646 42 69 48 5 164
3 357 2816 "Siena College" "NY" "IIB" "515" "429" 434 "667" "567" "474" 570 52 53 49 1 155
2 377 2817 "St.Bonaventure University" "NY" "IIA" "492" "398" 425 "642" "535" "495" 562 56 51 43 4 154
3 350 2820 "St. Francis College" "NY" "IIB" "543" "466" 446 "689" "607" "457" 573 22 14 14 7 57
3 376 2821 "St. John Fisher College" "NY" "IIB" "513" "427" 432 "635" "512" "451" 524 29 40 36 1 106
3 349 2825 "Saint Joseph's College" "NY" "IIB" "495" "398" 372 "584" "478" "419" 446 12 15 46 8 81
3 366 2829 "St. Lawrence University" "NY" "IIB" "627" "473" 488 "799" "613" "472" 627 50 56 40 7 153
3 374 2832 "St. Thomas Aquinas College" "NY" "IIB" "510" "408" 419 "617" "526" "454" 515 18 16 26 3 63
1 407 2835 "SUNY at Albany" "NY" "I" "732" "526" 576 "934" "679" "524" 739 260 217 125 0 638
1 407 2836 "SUNY at Binghamton" "NY" "I" "705" "511" 555 "902" "665" "528" 716 172 175 82 0 460
1 414 2838 "SUNY at Stony Brook" "NY" "I" "755" "534" 589 "961" "688" "526" 751 346 216 183 24 801
2 397 2841 "SUNY College at Brockport" "NY" "IIA" "603" "501" 492 "778" "651" "509" 636 87 107 88 0 296
